date,open,high,low,close,adj_close,volume,ticker,tweet,neg,neu,pos,compound
2020-01-14,330.760009765625,335.3500061035156,328.2799987792969,332.3500061035156,330.3843078613281,6945300,BA,"$BA told myself to stay away but that dip in the morning was way too tempting, thanks to whoever bought puts at the bottom this morning 🤣🤣🤣",0.0,0.871,0.129,0.5927
2020-01-14,330.760009765625,335.3500061035156,328.2799987792969,332.3500061035156,330.3843078613281,6945300,BA,$BA still negative in this position but holding on tight and patiently waiting for its time in the 500s!!😀,0.14,0.86,0.0,-0.4468
2020-01-15,332.3500061035156,333.1099853515625,329.69000244140625,329.79998779296875,327.8493957519531,4578300,BA,$BA will you just capitulate already?!🤦‍♂️,0.0,1.0,0.0,0.0
2020-01-16,331.04998779296875,332.8699951171875,329.3099975585937,332.0,330.036376953125,4024100,BA,$BA Fishy fishy stuff going on here. Well we all know when BA gets bad news it goes up lol 😂 load up on them calls guys.,0.111,0.732,0.156,0.1027
2020-01-17,332.3900146484375,332.5,323.0,324.1499938964844,322.2328186035156,11061700,BA,$BA  everyone wanting in better get in.  The earnings are figured into these levels.  🚀🚀🚀,0.0,0.828,0.172,0.4404
2020-01-17,332.3900146484375,332.5,323.0,324.1499938964844,322.2328186035156,11061700,BA,$BA $320 and your 🥜 will be tested soon!  When’s the 737 Max redesign coming out?,0.0,1.0,0.0,0.0
2020-01-17,332.3900146484375,332.5,323.0,324.1499938964844,322.2328186035156,11061700,BA,$BA ok this is what I’ve been waiting for 😁👍 close it on up bulls so I can grab some more puts on a discount.,0.0,0.909,0.091,0.296
2020-01-17,332.3900146484375,332.5,323.0,324.1499938964844,322.2328186035156,11061700,BA,$BA offer more for that delta and I'll buy 50 more puts 😉,0.0,1.0,0.0,0.0
2020-01-17,332.3900146484375,332.5,323.0,324.1499938964844,322.2328186035156,11061700,BA,"$BA alright, here comes the real grand finale! 🔪 #ThereWillBeBlood",0.0,0.569,0.431,0.6476
2020-01-21,322.6000061035156,326.6000061035156,305.75,313.3699951171875,311.5165710449219,19318000,BA,$BA dont miss the next leg 👇,0.0,0.776,0.224,0.1139
2020-01-21,322.6000061035156,326.6000061035156,305.75,313.3699951171875,311.5165710449219,19318000,BA,$BA You made me so much money today I could kiss you. 😍,0.0,0.781,0.219,0.4215
2020-01-21,322.6000061035156,326.6000061035156,305.75,313.3699951171875,311.5165710449219,19318000,BA,$BA open 300 its incoming all big money go ah😂 rats run in dark👆,0.0,1.0,0.0,0.0
2020-01-21,322.6000061035156,326.6000061035156,305.75,313.3699951171875,311.5165710449219,19318000,BA,$BA $175 price target 2020 🚂 all aboard!!!! PUTS are on fire 🔥,0.263,0.737,0.0,-0.5526
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,"$BA they aren’t going to let the “free markets” rip this one apart. They will probably have the fed buy this due to “having impact on employment in the nation” 😂😂😂 I’m jk, but seriously they will do everything to prolong a drop.",0.104,0.864,0.032,-0.5023
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,"$BA looking for a test of 307, 300, then 297 👍🏻",0.0,1.0,0.0,0.0
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA tomorrow fake pump up in the morning and down like today 🤣,0.199,0.641,0.16,-0.1531
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,"$BA Bought a $30 put at beginning of day, the stock started to bounce me and I thought “oh well” as it slowly started losing value. A few hours later I sold the same put for $490. 🤷‍♂️",0.07,0.865,0.065,-0.0516
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,"$BA no position because I made to much off nvax and was busy with that,  but I saw the decline back in end of December. Had all these bling bulls talking now their all gone. Hope y'all found your shirt. 🤣",0.039,0.869,0.093,0.5023
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA Will go below 300 today probably 😈,0.0,1.0,0.0,0.0
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,"$BA ALARM! BA is selling off, what do we do? HALT the trade! Call the analysts in our payroll to reaffirm a ‘BUY’ rating, ready? -Yes!. - Start buying!!  (True story)  🤨🤨",0.133,0.796,0.071,-0.4873
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA  if disappointment he is implying a big drop ahead lmao 🤣,0.331,0.429,0.239,-0.128
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA i was really surprise at how they were able to pump almost 300million into this garbage yesterday right after the halt just so it wont burn and crash like their planes🔥😂 but for how long are they going to be able to hold before 🔥✈️,0.0,0.892,0.108,0.4723
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA ughhhh I feel dirty purchasing this...🙄🧐,0.367,0.633,0.0,-0.4404
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA Stooopid company run by MORONS with no moral scruples ... short to $0.99 💣🤙🏿😂,0.287,0.713,0.0,-0.6408
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA can someone tell me why they haven’t downgraded this garbage 🗑 yet $265,0.0,1.0,0.0,0.0
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA don’t buy bulls... let it find it’s bottom under 300... until then tho... 💨💨💨,0.0,1.0,0.0,0.0
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA the bounce has allowed me to add another short position👍🏻,0.0,1.0,0.0,0.0
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA Jun July fly date at 1 billion a month 🤣🤣,0.0,1.0,0.0,0.0
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA ready for the next leg down 👇,0.0,0.706,0.294,0.3612
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA Did the analyst on fast money really just recommend changing the name of the 737 Max.. because that's not unethical at all. 😂😂,0.0,0.801,0.199,0.6684
2020-01-22,309.82000732421875,312.8399963378906,302.7200012207031,309.0,307.17242431640625,18792600,BA,$BA a ton of institutional players gone 🥵,0.0,1.0,0.0,0.0
2020-01-23,308.5,318.1700134277344,307.70001220703125,317.7900085449219,315.9104309082031,9702100,BA,$BA WAIT UNTIL THE NEW CEO ANNOUNCES DIVIDED CUT.. 😂,0.0,1.0,0.0,0.0
2020-01-23,308.5,318.1700134277344,307.70001220703125,317.7900085449219,315.9104309082031,9702100,BA,$BA flight was postponed tomorrow. That was the only bullish event for tomorrow. Expecting bleeding towards 300 now 🎯,0.096,0.904,0.0,-0.2023
2020-01-23,308.5,318.1700134277344,307.70001220703125,317.7900085449219,315.9104309082031,9702100,BA,$BA no fly till July now Coronavirus 🐻,0.268,0.732,0.0,-0.296
2020-01-23,308.5,318.1700134277344,307.70001220703125,317.7900085449219,315.9104309082031,9702100,BA,"$BA they gave bulls one day of optimism this week, tmw its a wrap into ER...Bears sitting back eating popcorn enjoying the show 😂😂😂",0.0,0.753,0.247,0.7845
2020-01-23,308.5,318.1700134277344,307.70001220703125,317.7900085449219,315.9104309082031,9702100,BA,"$BA now we all know when 737 Max will recertify, smart money has priced in based on that and buying left and right, Bears 🐻 before too late, you should join the bulls party.",0.0,0.798,0.202,0.765
2020-01-27,316.2099914550781,321.260009765625,314.5799865722656,316.6000061035156,314.7274780273437,7468100,BA,$BA people saying they’re liking “this movement” lol whaat? All i i see is this falling 🔪,0.096,0.603,0.301,0.5789
2020-01-28,318.04998779296875,319.3599853515625,314.0,316.5599975585937,314.6877136230469,5502200,BA,$BA Its as if Ralph Nader renamed  the 737X-Covair. That was a good car 🚙 w/bad press. Here bad ✈️ good press. But GL y’all,0.077,0.651,0.272,0.6907
2020-01-28,318.04998779296875,319.3599853515625,314.0,316.5599975585937,314.6877136230469,5502200,BA,$BA gonna be a 🐻 for this one. Personally Don’t see a good ER coming,0.0,0.791,0.209,0.4404
2020-01-28,318.04998779296875,319.3599853515625,314.0,316.5599975585937,314.6877136230469,5502200,BA,$BA I appreciated the cheap puts td for earnings 🙏🏻,0.0,0.708,0.292,0.5106
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,$BA crash and burn like all the lives you killed!!!!!🔥🔥🔥🔥🔥🔥🔥,0.269,0.557,0.174,-0.3331
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,$BA good thing they spent all that money on buybacks 😂😂😂,0.0,0.775,0.225,0.4404
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,$BA Keep it up!! When 9:30 comes 👻👻👻👻👻👻,0.0,1.0,0.0,0.0
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,$BA  as I said this is not your year😔 see you at 150$,0.0,1.0,0.0,0.0
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,$BA I never saw a stock going up after very bad earnings! Welcome to fishy capitalism 😂,0.211,0.62,0.169,-0.2074
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,$BA MMs about to crush this as soon as the Call starts. 30 minutes or less until Gap full at minimum 🥴📉,0.071,0.929,0.0,-0.1531
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,$BA No one panic! File to the exits in an orderly fashion 😂.,0.345,0.655,0.0,-0.6996
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,$BA Worst earnings in 20 years and its green 😂😂😂 Only in clown world 🤡🤡🤡,0.227,0.773,0.0,-0.6249
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,$BA it is a great company...at 250 ahahaha😅,0.0,0.594,0.406,0.6249
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,"$BA looks like lots of upgrade after worst ER, PT might increase to $5000 and BA will rise 50% today.
😂😂😂😂😂",0.152,0.669,0.178,-0.0772
2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,320.1153869628906,12454700,BA,$BA next few days I expect a drop... but who tf knows these days 😂,0.0,1.0,0.0,0.0
2020-01-30,320.5,325.3500061035156,317.6400146484375,323.29998779296875,321.3878173828125,6022000,BA,$BA still kicking  🐻 Bears frustrated. Take a 😴,0.405,0.595,0.0,-0.5267
2020-02-05,320.5,329.67999267578125,319.2300109863281,329.54998779296875,327.6008605957031,6071800,BA,$BA 🤗🛫 DGAF buy time mofossssss certify and FLY to 500! We live to trade another day!,0.0,1.0,0.0,0.0
2020-02-06,330.9100036621094,343.44000244140625,325.6600036621094,341.42999267578125,339.4106140136719,12845500,BA,$BA BEST stock of the year so far! 🚀🚀🚀,0.0,0.605,0.395,0.7371
2020-02-07,340.3699951171875,340.739990234375,335.69000244140625,336.75,334.75830078125,5337800,BA,$BA green? lol....this is going to bleed lower before a nice falling 🔪 to 280,0.229,0.602,0.169,0.0
2020-02-07,340.3699951171875,340.739990234375,335.69000244140625,336.75,334.75830078125,5337800,BA,"$BA after observing price action all week, ugh let's just throw some here... Cause it's Boeing. 🧐🤪✈️🛬 We live to trade another day!",0.123,0.877,0.0,-0.4753
2020-02-10,337.2200012207031,345.94000244140625,336.32000732421875,344.6700134277344,342.6314697265625,5876400,BA,$BA 😎😎😎😎😎😎😎😎 Just need more cow bell 🔔 🐮,0.0,1.0,0.0,0.0
2020-02-11,347.6400146484375,348.07000732421875,342.1000061035156,344.4200134277344,342.3829345703125,5311500,BA,"$BA bought March 400 strike calls today. Potential to get in the money, I think 😎",0.103,0.897,0.0,-0.128
2020-02-11,347.6400146484375,348.07000732421875,342.1000061035156,344.4200134277344,342.3829345703125,5311500,BA,$BA 🐻 there is nothing good about the company at the moment all bad news 👎.,0.312,0.688,0.0,-0.7101
2020-02-12,346.4200134277344,349.95001220703125,345.8500061035156,347.45001220703125,345.39501953125,4421500,BA,$BA time to take a dump today! 🐻 💩 💩💩💩💩,0.325,0.675,0.0,-0.4389
2020-02-13,344.32000732421875,347.8900146484375,342.6300048828125,342.82000732421875,342.82000732421875,3783100,BA,$BA “Red to Green” day ! 😉,0.0,1.0,0.0,0.0
2020-02-13,344.32000732421875,347.8900146484375,342.6300048828125,342.82000732421875,342.82000732421875,3783100,BA,$BA Tomorrow is the day when you can sell your shares and you already qualify for the dividend payment! So get ready for a bloodbath 🩸,0.0,0.807,0.193,0.6452
2020-02-27,300.3699951171875,301.0,284.2900085449219,287.760009765625,287.760009765625,10982400,BA,$BA THANK GOD I DONT NEED MY MONEY !!!  JUST GOING TO KEEP REPURCHASING MORE SHARES WITH MY DIVIDEND.  AND WAIT THIS OUT.  🤪🤪🤪,0.0,0.647,0.353,0.8979
2020-02-28,278.07000732421875,282.8599853515625,269.6000061035156,275.1099853515625,275.1099853515625,15364300,BA,"$BA shout out to phil frost and noah salamander - two of my best buds from this board. I am at their world headquarters... 😂  
 
Expecting market to recover and BA lag the index yugely over next year or two 😂 GL all.",0.053,0.789,0.159,0.7034
2020-02-28,278.07000732421875,282.8599853515625,269.6000061035156,275.1099853515625,275.1099853515625,15364300,BA,"$BA many people will smacked until they figured they've been
catched falling knife,  the stock is still not cooked very well 😉😋",0.154,0.846,0.0,-0.3881
2020-03-04,284.54998779296875,285.9100036621094,277.010009765625,283.1199951171875,283.1199951171875,6986100,BA,$BA Red in one biggest market rally in history !!😏😏,0.0,1.0,0.0,0.0
2020-03-05,275.7900085449219,276.3099975585937,259.6499938964844,260.3699951171875,260.3699951171875,14669100,BA,"$BA Boeing is undervalued at this time ⌚, I never thought it would be under $300.00",0.0,1.0,0.0,0.0
2020-03-05,275.7900085449219,276.3099975585937,259.6499938964844,260.3699951171875,260.3699951171875,14669100,BA,$BA so far ALL CALLs in when 268-270 underlying price are good( sold half ; bot more 🤔,0.0,1.0,0.0,0.0
2020-03-05,275.7900085449219,276.3099975585937,259.6499938964844,260.3699951171875,260.3699951171875,14669100,BA,$BA air travel so back airlines put in orders to buy 296 new planes?? Ya we going run here 🚀🚀🚀🚀.,0.0,1.0,0.0,0.0
2020-03-05,275.7900085449219,276.3099975585937,259.6499938964844,260.3699951171875,260.3699951171875,14669100,BA,$BA what the low we can get on this should I wait for 250$ I love ❤️ this price,0.099,0.704,0.197,0.4767
2020-03-05,275.7900085449219,276.3099975585937,259.6499938964844,260.3699951171875,260.3699951171875,14669100,BA,"$BA trapped in fake pump, FAA thinks not confirmed.🔻🔻🔻🔻",0.481,0.519,0.0,-0.7579
2020-03-06,253.6999969482422,264.2900085449219,249.8000030517578,262.3299865722656,262.3299865722656,12861800,BA,"$BA Still early 3 hours from now to judge how action to take a new position. Unless you took Short/put before 3 days.
Be patient🙏 and Apply these points on market",0.0,1.0,0.0,0.0
2020-03-10,237.0,237.8300018310547,215.0,231.00999450683597,231.00999450683597,13059600,BA,$BA Always thought I would load the boat when this was 50% off all time highs. Think I’m going to wait now.🤔,0.0,1.0,0.0,0.0
2020-03-11,222.9900054931641,226.9900054931641,187.0,189.0800018310547,189.0800018310547,28503500,BA,$BA Almost the price I paid for this stock three years ago (and have held onto tightly even through the 737 bullshit) Wtf. 🤬 divis are nice though. 😐,0.124,0.784,0.092,-0.25
2020-03-11,222.9900054931641,226.9900054931641,187.0,189.0800018310547,189.0800018310547,28503500,BA,$BA Should we be buying here ? 🍽,0.0,1.0,0.0,0.0
2020-03-11,222.9900054931641,226.9900054931641,187.0,189.0800018310547,189.0800018310547,28503500,BA,$BA what is wrong with using a loan you applied for?. Time to put all that money into work.😬😬😬,0.154,0.846,0.0,-0.4767
2020-03-11,222.9900054931641,226.9900054931641,187.0,189.0800018310547,189.0800018310547,28503500,BA,$BA great 💩 board release PR on cost cutting vs releasing PR they rewiring planes to FAA demand in US and Canada to get a date for test flight?? The boards brain broke... brah..,0.082,0.795,0.122,0.5362
2020-03-11,222.9900054931641,226.9900054931641,187.0,189.0800018310547,189.0800018310547,28503500,BA,$BA wow 🤩 I love this action - It will be nice to see this below $100,0.0,0.505,0.495,0.8957
2020-03-11,222.9900054931641,226.9900054931641,187.0,189.0800018310547,189.0800018310547,28503500,BA,$BA Buy the Dip they say it will be fine they say. LOL 😂 now look at you!,0.0,0.727,0.273,0.6833
2020-03-11,222.9900054931641,226.9900054931641,187.0,189.0800018310547,189.0800018310547,28503500,BA,$BA my buddy that works for Boeing said that he’s starting to see part of the max coming in that he hasn’t seen in a few months... hint hint! 🤔,0.0,1.0,0.0,0.0
2020-03-12,160.52999877929688,189.8500061035156,154.80999755859375,154.83999633789062,154.83999633789062,31734400,BA,$BA *does 13 B in stock buy backs today🤔,0.146,0.854,0.0,-0.0516
2020-03-12,160.52999877929688,189.8500061035156,154.80999755859375,154.83999633789062,154.83999633789062,31734400,BA,$BA let’s see what I get for this $220 put 😋,0.0,1.0,0.0,0.0
2020-03-12,160.52999877929688,189.8500061035156,154.80999755859375,154.83999633789062,154.83999633789062,31734400,BA,"$BA Very crazy quick ride to target😎😁🎁🏆⚡ from 332 to 161 
we will see target 154 today maybe more Who know",0.119,0.881,0.0,-0.4005
2020-03-12,160.52999877929688,189.8500061035156,154.80999755859375,154.83999633789062,154.83999633789062,31734400,BA,$BA if you think tomorrow everything will be fine and the Gov will come for rescue. You are wrong!!! But good luck 😉,0.065,0.543,0.392,0.8814
2020-03-12,160.52999877929688,189.8500061035156,154.80999755859375,154.83999633789062,154.83999633789062,31734400,BA,$BA target price is $210 at years end.. and you think we going to run back to $440?? 😂😂😂😂,0.0,1.0,0.0,0.0
2020-03-12,160.52999877929688,189.8500061035156,154.80999755859375,154.83999633789062,154.83999633789062,31734400,BA,$BA zomg I just did my first short ever...one share of ba for a profit of $1.04 😂😂😂 exhilarating!,0.0,0.634,0.366,0.7959
2020-03-12,160.52999877929688,189.8500061035156,154.80999755859375,154.83999633789062,154.83999633789062,31734400,BA,$BA awesome day today. Let’s do that again 🙈,0.0,0.631,0.369,0.6249
2020-03-12,160.52999877929688,189.8500061035156,154.80999755859375,154.83999633789062,154.83999633789062,31734400,BA,$BA people buying this pos? My 🤣🤣🤣🤣🤣,0.0,1.0,0.0,0.0
2020-03-13,174.97000122070312,178.27999877929688,161.3800048828125,170.1999969482422,170.1999969482422,21168500,BA,$BA easy money.. told you guys hours ago. 🔻🔻🔻🔻,0.0,0.734,0.266,0.4404
2020-03-13,174.97000122070312,178.27999877929688,161.3800048828125,170.1999969482422,170.1999969482422,21168500,BA,$BA are you seriously questioning BA's balance sheet here? Not one but two non-events. Welcoming folks selling this down next week! I for one I'm a buyer on any weakness next week 🤞🏼,0.175,0.722,0.103,-0.1759
2020-03-16,149.4199981689453,151.0,128.75999450683594,129.61000061035156,129.61000061035156,26844400,BA,$BA will go down 10% again tomorrow and the day after gonna save myself and buy in April... goodluck 😷.,0.0,0.856,0.144,0.4939
2020-03-16,149.4199981689453,151.0,128.75999450683594,129.61000061035156,129.61000061035156,26844400,BA,$BA Huge Downgrades!!! Future contracts Cancelled! Going Down Big!👇👇👇,0.16,0.561,0.278,0.3544
2020-03-17,132.50999450683594,134.9600067138672,101.25,124.13999938964844,124.13999938964844,54492200,BA,$BA crashing faster than a fully functional 737 MAX 🛬💥,0.0,1.0,0.0,0.0
2020-03-17,132.50999450683594,134.9600067138672,101.25,124.13999938964844,124.13999938964844,54492200,BA,$BA added on our SHORT List today! 📉,0.0,1.0,0.0,0.0
2020-03-17,132.50999450683594,134.9600067138672,101.25,124.13999938964844,124.13999938964844,54492200,BA,$BA aaand we kick  100's door 😉😉  crazy move,0.231,0.769,0.0,-0.34
2020-03-17,132.50999450683594,134.9600067138672,101.25,124.13999938964844,124.13999938964844,54492200,BA,$BA if this falls anymore then it’s weighting in the DOW should be changed. 😂,0.0,1.0,0.0,0.0
2020-03-17,132.50999450683594,134.9600067138672,101.25,124.13999938964844,124.13999938964844,54492200,BA,$BA that drop was insane. Wish i had more puts. Literally the easiest money today. Exited here but will buy more EOD. Just being cautious of news about possible government help this week. 🤑🤑🤑📉,0.127,0.687,0.186,0.5106
2020-03-17,132.50999450683594,134.9600067138672,101.25,124.13999938964844,124.13999938964844,54492200,BA,$BA something tells me this is going to open under $100 tomorrow 😦😩🤕,0.0,1.0,0.0,0.0
2020-03-17,132.50999450683594,134.9600067138672,101.25,124.13999938964844,124.13999938964844,54492200,BA,"$BA Trump: ""We'll be helping Boeing - but the shareholders are fucked.""

😷😷😷",0.0,0.873,0.127,0.1531
2020-03-17,132.50999450683594,134.9600067138672,101.25,124.13999938964844,124.13999938964844,54492200,BA,$BA 1 trillion in bailout! I bet the printer overheats first 🤣,0.175,0.825,0.0,-0.1759
2020-03-17,132.50999450683594,134.9600067138672,101.25,124.13999938964844,124.13999938964844,54492200,BA,$BA do you buy because Boeing price is low 2016 low or buy because you see a way out of this mess nah let’s buy now and “hope” this mess gets worked out in three years... 🤪,0.274,0.726,0.0,-0.8537
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA Stop praying for Buffett 🤣🤣🤣 He’s not saving your weeklies!!!!,0.148,0.605,0.247,0.3544
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA Beat on the brat with a baseball bat 😣,0.0,1.0,0.0,0.0
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA if it doesn't hold 💯 short short,0.0,1.0,0.0,0.0
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA all I can say is wow. 😳,0.0,0.568,0.432,0.5859
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA Soon bankrupt. I wonder how many suicides this will lead to 😏,0.265,0.735,0.0,-0.5574
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA They cheat government and kill people and cause mess for the airliners around the world and then ask for help? 💩,0.341,0.569,0.09,-0.8176
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA 🏃‍♀️ 🏃 for the hill!  Boeing is on 🔥,0.0,1.0,0.0,0.0
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA songuku has been long from 300's 😳😳 some people just don't know what there doing!!,0.0,1.0,0.0,0.0
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA Still more pain ahead IMO. Will be a buyer under $60 👍🏾💙,0.246,0.754,0.0,-0.5563
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,"$BA I still don’t understand how bagholders try to justify this stock as a “buy” every time it plummets. It’s painful, just cut your losses and wait for an actual long signal. 🤦🏽‍♂️",0.216,0.784,0.0,-0.7717
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA Filing Bankruptcy!!! Seriously in Trouble 🧨🧨🧨,0.513,0.487,0.0,-0.6458
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA I’d like this bad boy to go up like fake pump next week so can I buy a put 😂,0.276,0.534,0.191,-0.4981
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,$BA this scumbag company shouldn’t be bailed out. 🤦🏾‍♂️,0.344,0.656,0.0,-0.6369
2020-03-18,99.86000061035156,107.8499984741211,89.0,101.88999938964844,101.88999938964844,61943200,BA,"$BA you guys are insane if you’re buying this now they haven’t even issued quarantines yet which most likely will happen
Wait for the price to drop more 🤷🏻‍♂️🤦🏻‍♂️",0.151,0.849,0.0,-0.5859
2020-03-19,98.8000030517578,103.56999969482422,90.3499984741211,97.70999908447266,97.70999908447266,40210600,BA,"$BA Plan’s gonna crash with all the Bulls on it soon, LOL; put holders will take a huge profit away from this dip 😎",0.092,0.612,0.297,0.7213
2020-03-19,98.8000030517578,103.56999969482422,90.3499984741211,97.70999908447266,97.70999908447266,40210600,BA,"$BA sure it’s a great deal
Until they ground flights for CV 😂😂😂",0.0,0.61,0.39,0.7506
2020-03-19,98.8000030517578,103.56999969482422,90.3499984741211,97.70999908447266,97.70999908447266,40210600,BA,$BA Nikki Haley is the BOMB no large company should accept a dime. Anyone over 100 employees.... Ever here of saving for a rainy day ? But if she did it because of Trump she is a loser . 🤔💥💥💥,0.236,0.721,0.043,-0.7915
2020-03-19,98.8000030517578,103.56999969482422,90.3499984741211,97.70999908447266,97.70999908447266,40210600,BA,"$BA hope it goes chapter 11, u wanten buybacks now u pay the prices insted of building buffers🖕",0.077,0.765,0.158,0.3612
2020-03-20,99.8499984741211,107.0,94.27999877929688,95.01000213623048,95.01000213623048,41370700,BA,$BA my 3/27 calls look AWESOME 🤢,0.0,0.508,0.492,0.7034
